Day,Month,Year,Hour,PT08.S1(CO),C6H6(GT),PT08.S5(O3),PT08.S2(NMHC),PT08.S4(NO2),AQI_Label
26,12,2004,12,1124.0,5.7,969.0,799.0,1231.0,2
26,12,2004,13,1130.0,5.8,975.0,803.0,1230.0,2
26,12,2004,14,991.0,2.7,637.0,632.0,1114.0,1
26,12,2004,15,988.0,2.2,541.0,596.0,1118.0,1
26,12,2004,16,1163.0,5.8,876.0,801.0,1288.0,2
26,12,2004,17,1226.0,6.9,1029.0,853.0,1307.0,3
26,12,2004,18,1286.0,9.1,1103.0,942.0,1362.0,3
26,12,2004,19,1423.0,14.0,1369.0,1116.0,1531.0,4
26,12,2004,20,1408.0,13.1,1381.0,1088.0,1504.0,3
26,12,2004,21,1178.0,7.2,1094.0,866.0,1342.0,2
26,12,2004,22,985.0,3.8,835.0,701.0,1187.0,1
26,12,2004,23,1113.0,5.2,881.0,776.0,1217.0,2
27,12,2004,0,1178.0,7.4,987.0,873.0,1328.0,2
27,12,2004,1,1024.0,3.9,807.0,705.0,1168.0,1
27,12,2004,2,954.0,2.7,664.0,630.0,1107.0,1
27,12,2004,3,875.0,1.5,525.0,548.0,1049.0,0
27,12,2004,4,877.0,1.3,496.0,526.0,1023.0,0
27,12,2004,5,826.0,0.7,433.0,465.0,978.0,0
27,12,2004,6,862.0,1.4,524.0,535.0,1020.0,0
27,12,2004,7,938.0,3.0,747.0,653.0,1100.0,1
27,12,2004,8,1205.0,9.1,1052.0,943.0,1361.0,2
27,12,2004,9,1171.0,10.0,1092.0,978.0,1374.0,2
27,12,2004,10,1131.0,8.6,1036.0,926.0,1324.0,2
27,12,2004,11,1074.0,6.4,934.0,832.0,1230.0,1
27,12,2004,12,1062.0,6.2,917.0,822.0,1228.0,1
27,12,2004,13,1045.0,5.7,839.0,800.0,1193.0,1
27,12,2004,14,1034.0,5.0,761.0,763.0,1192.0,1
27,12,2004,15,1186.0,8.0,926.0,899.0,1332.0,2
27,12,2004,16,1256.0,10.5,1104.0,996.0,1417.0,3
27,12,2004,17,1138.0,6.9,911.0,854.0,1276.0,2
27,12,2004,18,1138.0,7.8,918.0,891.0,1295.0,2
27,12,2004,19,1114.0,8.0,948.0,899.0,1279.0,2
27,12,2004,20,1107.0,8.1,966.0,905.0,1288.0,2
27,12,2004,21,1117.0,7.5,1057.0,876.0,1264.0,2
27,12,2004,22,1090.0,6.0,1001.0,812.0,1213.0,2
27,12,2004,23,954.0,3.2,777.0,665.0,1119.0,1
28,12,2004,0,987.0,4.1,797.0,715.0,1145.0,1
28,12,2004,1,969.0,3.1,691.0,659.0,1082.0,1
28,12,2004,2,939.0,2.9,680.0,648.0,1084.0,0
28,12,2004,3,961.0,3.0,755.0,654.0,1084.0,1
28,12,2004,4,916.0,2.5,725.0,623.0,1064.0,0
28,12,2004,5,835.0,0.9,432.0,484.0,961.0,0
28,12,2004,6,885.0,1.8,612.0,572.0,1031.0,0
28,12,2004,7,1088.0,6.6,951.0,839.0,1236.0,2
28,12,2004,8,1358.0,15.3,1326.0,1158.0,1537.0,3
28,12,2004,9,1456.0,23.4,1504.0,1389.0,1808.0,4
28,12,2004,10,1274.0,15.3,1326.0,1159.0,1493.0,3
28,12,2004,11,1092.0,9.2,1043.0,946.0,1234.0,2
28,12,2004,12,1111.0,10.4,1058.0,993.0,1287.0,2
28,12,2004,13,1177.0,14.8,1205.0,1143.0,1443.0,2
28,12,2004,14,1199.0,14.6,1203.0,1138.0,1452.0,2
28,12,2004,15,1121.0,10.7,1058.0,1003.0,1323.0,2
28,12,2004,16,1252.0,15.5,1257.0,1164.0,1474.0,3
28,12,2004,17,1233.0,14.9,1271.0,1144.0,1436.0,3
28,12,2004,18,1215.0,12.4,1214.0,1063.0,1370.0,2
28,12,2004,19,1193.0,11.2,1135.0,1020.0,1340.0,2
28,12,2004,20,1195.0,11.3,1150.0,1026.0,1342.0,2
28,12,2004,21,1301.0,12.9,1248.0,1080.0,1435.0,3
28,12,2004,22,1126.0,6.4,955.0,828.0,1250.0,2
28,12,2004,23,1013.0,3.6,726.0,687.0,1135.0,1
29,12,2004,0,982.0,2.9,708.0,645.0,1107.0,1
29,12,2004,1,970.0,2.8,704.0,642.0,1107.0,1
29,12,2004,2,959.0,2.8,667.0,637.0,1107.0,1
29,12,2004,3,925.0,2.2,662.0,598.0,1079.0,0
29,12,2004,4,847.0,1.0,508.0,502.0,1020.0,0
29,12,2004,5,885.0,1.4,529.0,534.0,1036.0,0
29,12,2004,6,883.0,1.6,607.0,549.0,1025.0,0
29,12,2004,7,892.0,2.0,623.0,587.0,1041.0,0
29,12,2004,8,970.0,3.4,732.0,678.0,1101.0,1
29,12,2004,9,904.0,2.9,697.0,644.0,1036.0,0
29,12,2004,10,919.0,3.0,712.0,652.0,1045.0,0
29,12,2004,11,929.0,3.3,696.0,668.0,1054.0,0
29,12,2004,12,938.0,4.3,702.0,729.0,1060.0,0
29,12,2004,13,971.0,5.5,796.0,786.0,1086.0,1
29,12,2004,14,914.0,4.5,714.0,739.0,1025.0,0
29,12,2004,15,892.0,4.1,635.0,719.0,1019.0,0
29,12,2004,16,913.0,4.5,706.0,735.0,1024.0,0
29,12,2004,17,928.0,4.9,775.0,759.0,1040.0,1
29,12,2004,18,1035.0,9.0,965.0,941.0,1175.0,1
29,12,2004,19,1033.0,9.0,979.0,939.0,1159.0,1
29,12,2004,20,990.0,7.2,902.0,865.0,1130.0,1
29,12,2004,21,934.0,4.7,798.0,750.0,1035.0,1
29,12,2004,22,881.0,3.3,697.0,670.0,978.0,0
29,12,2004,23,855.0,2.7,626.0,631.0,932.0,0
30,12,2004,0,832.0,2.2,537.0,598.0,912.0,0
30,12,2004,1,848.0,2.8,574.0,639.0,929.0,0
30,12,2004,2,806.0,1.8,490.0,567.0,878.0,0
30,12,2004,3,796.0,1.5,450.0,545.0,853.0,0
30,12,2004,4,777.0,0.9,438.0,493.0,828.0,0
30,12,2004,5,785.0,1.1,428.0,505.0,829.0,0
30,12,2004,6,766.0,0.7,404.0,470.0,810.0,0
30,12,2004,7,808.0,1.4,480.0,534.0,853.0,0
30,12,2004,8,975.0,6.2,876.0,822.0,1049.0,1
30,12,2004,9,943.0,6.1,868.0,816.0,1033.0,1
30,12,2004,10,886.0,5.0,740.0,764.0,946.0,0
30,12,2004,11,861.0,4.1,628.0,716.0,921.0,0
30,12,2004,12,881.0,4.4,636.0,734.0,925.0,0
30,12,2004,13,855.0,4.6,616.0,741.0,901.0,0
30,12,2004,14,855.0,4.3,613.0,725.0,898.0,0
30,12,2004,15,844.0,3.6,545.0,689.0,867.0,0
30,12,2004,16,900.0,5.6,710.0,794.0,930.0,0
30,12,2004,17,883.0,4.8,661.0,751.0,922.0,0
30,12,2004,18,994.0,8.1,922.0,903.0,1079.0,1
30,12,2004,19,927.0,5.2,755.0,774.0,976.0,1
30,12,2004,20,1078.0,10.2,1015.0,987.0,1152.0,2
30,12,2004,21,952.0,5.5,876.0,788.0,1018.0,1
30,12,2004,22,882.0,3.1,727.0,660.0,922.0,0
30,12,2004,23,924.0,4.2,781.0,724.0,969.0,1
31,12,2004,0,987.0,6.2,893.0,823.0,1027.0,1
31,12,2004,1,930.0,4.8,820.0,752.0,981.0,1
31,12,2004,2,861.0,3.0,632.0,654.0,919.0,0
31,12,2004,3,783.0,1.2,458.0,522.0,832.0,0
31,12,2004,4,744.0,0.4,345.0,431.0,778.0,0
31,12,2004,5,753.0,0.4,337.0,426.0,792.0,0
31,12,2004,6,787.0,0.6,370.0,452.0,823.0,0
31,12,2004,7,820.0,1.1,466.0,506.0,871.0,0
31,12,2004,8,840.0,1.6,510.0,552.0,893.0,0
31,12,2004,9,897.0,3.1,641.0,656.0,964.0,0
31,12,2004,10,989.0,5.6,862.0,793.0,1052.0,1
31,12,2004,11,909.0,4.5,753.0,737.0,941.0,1
31,12,2004,12,865.0,3.8,589.0,697.0,883.0,0
31,12,2004,13,924.0,6.2,704.0,821.0,955.0,0
31,12,2004,14,912.0,5.6,731.0,794.0,943.0,0
31,12,2004,15,872.0,4.1,592.0,717.0,882.0,0
31,12,2004,16,917.0,5.6,740.0,794.0,946.0,0
31,12,2004,17,962.0,7.6,896.0,883.0,996.0,1
31,12,2004,18,932.0,6.1,854.0,817.0,942.0,1
31,12,2004,19,930.0,5.3,866.0,781.0,906.0,1
31,12,2004,20,962.0,5.3,884.0,780.0,909.0,1
31,12,2004,21,974.0,5.5,951.0,790.0,895.0,1
31,12,2004,22,1055.0,5.6,1195.0,791.0,936.0,2
31,12,2004,23,1003.0,4.6,1138.0,744.0,899.0,2
1,1,2005,0,1046.0,4.2,1201.0,724.0,898.0,2
1,1,2005,1,1275.0,8.8,1617.0,930.0,1024.0,4
1,1,2005,2,1173.0,7.5,1355.0,878.0,1002.0,3
1,1,2005,3,1163.0,7.6,1296.0,881.0,1001.0,3
1,1,2005,4,1054.0,5.6,1131.0,791.0,967.0,2
1,1,2005,5,1004.0,4.8,1036.0,753.0,942.0,2
1,1,2005,6,1001.0,5.3,1009.0,777.0,954.0,2
1,1,2005,7,974.0,4.5,966.0,736.0,945.0,1
1,1,2005,8,915.0,3.0,901.0,653.0,905.0,1
1,1,2005,9,939.0,3.0,879.0,649.0,897.0,1
1,1,2005,10,973.0,4.7,991.0,748.0,968.0,2
1,1,2005,11,1011.0,5.4,1019.0,782.0,992.0,2
1,1,2005,12,1097.0,7.4,1151.0,875.0,1080.0,2
1,1,2005,13,1149.0,8.4,1242.0,914.0,1072.0,2
1,1,2005,14,1117.0,8.9,1206.0,934.0,1075.0,2
1,1,2005,15,1085.0,7.9,1138.0,896.0,1049.0,2
1,1,2005,16,1102.0,7.7,1142.0,885.0,1051.0,2
1,1,2005,17,1281.0,12.1,1438.0,1053.0,1192.0,3
1,1,2005,18,1472.0,16.6,1735.0,1198.0,1344.0,4
1,1,2005,19,1328.0,11.4,1611.0,1029.0,1188.0,4
1,1,2005,20,1198.0,7.9,1436.0,897.0,1072.0,3
1,1,2005,21,1176.0,8.1,1389.0,905.0,1104.0,3
1,1,2005,22,1118.0,6.4,1313.0,830.0,1058.0,3
1,1,2005,23,1091.0,5.2,1232.0,773.0,1003.0,2
2,1,2005,0,1078.0,5.2,1195.0,775.0,1012.0,2
2,1,2005,1,1043.0,4.3,1107.0,726.0,972.0,2
2,1,2005,2,992.0,3.6,1035.0,685.0,963.0,2
2,1,2005,3,1004.0,4.5,1030.0,739.0,1004.0,2
2,1,2005,4,947.0,3.3,929.0,673.0,974.0,1
2,1,2005,5,923.0,2.7,875.0,634.0,943.0,1
2,1,2005,6,911.0,2.4,861.0,613.0,934.0,1
2,1,2005,7,924.0,2.6,852.0,629.0,941.0,1
2,1,2005,8,954.0,3.4,891.0,674.0,981.0,1
2,1,2005,9,960.0,3.9,947.0,704.0,1003.0,1
2,1,2005,10,1016.0,4.9,1016.0,760.0,1044.0,2
2,1,2005,11,1139.0,7.5,1201.0,879.0,1092.0,2
2,1,2005,12,1130.0,7.1,1218.0,860.0,1058.0,2
2,1,2005,13,1237.0,9.6,1385.0,962.0,1138.0,3
2,1,2005,14,1159.0,6.5,1311.0,837.0,1087.0,3
2,1,2005,15,1124.0,5.5,1206.0,790.0,1071.0,2
2,1,2005,16,1312.0,10.5,1473.0,998.0,1249.0,3
2,1,2005,17,1246.0,8.9,1460.0,936.0,1182.0,3
2,1,2005,18,1232.0,8.8,1627.0,931.0,1171.0,4
2,1,2005,19,1286.0,10.5,1827.0,996.0,1217.0,4
2,1,2005,20,1347.0,13.0,2004.0,1084.0,1290.0,4
2,1,2005,21,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
2,1,2005,22,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
2,1,2005,23,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,0,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,1,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,2,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,3,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,4,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,5,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,6,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,7,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,8,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,9,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,10,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,11,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,12,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,13,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,14,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,15,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,16,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,17,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,18,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,19,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,20,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,21,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,22,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
3,1,2005,23,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,0,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,1,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,2,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,3,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,4,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,5,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,6,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,7,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,8,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,9,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,10,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,11,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,12,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,13,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,14,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,15,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,16,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,17,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,18,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,19,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,20,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,21,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,22,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
4,1,2005,23,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
5,1,2005,0,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
5,1,2005,1,1135.0,5.6,1151.0,792.0,1170.0,2
5,1,2005,2,1188.0,8.1,1185.0,901.0,1261.0,2
5,1,2005,3,1242.0,8.5,1374.0,921.0,1219.0,3
5,1,2005,4,1219.0,7.7,1405.0,889.0,1186.0,3
5,1,2005,5,1187.0,6.8,1383.0,850.0,1169.0,3
5,1,2005,6,1225.0,8.1,1460.0,904.0,1194.0,3
5,1,2005,7,1333.0,11.1,1612.0,1019.0,1275.0,4
5,1,2005,8,1489.0,16.4,1776.0,1193.0,1475.0,4
5,1,2005,9,1596.0,21.6,1991.0,1341.0,1672.0,4
5,1,2005,10,1585.0,19.3,1944.0,1277.0,1567.0,4
5,1,2005,11,1674.0,22.9,2098.0,1376.0,1643.0,4
5,1,2005,12,1741.0,25.3,2159.0,1438.0,1741.0,4
5,1,2005,13,1680.0,25.2,2005.0,1434.0,1790.0,4
5,1,2005,14,1295.0,13.2,1441.0,1090.0,1479.0,3
5,1,2005,15,1288.0,13.9,1380.0,1112.0,1492.0,3
5,1,2005,16,1281.0,13.8,1409.0,1111.0,1483.0,3
5,1,2005,17,1310.0,13.5,1445.0,1099.0,1481.0,3
5,1,2005,18,1276.0,13.5,1388.0,1099.0,1504.0,3
5,1,2005,19,1312.0,15.0,1411.0,1148.0,1525.0,3
5,1,2005,20,1332.0,14.9,1377.0,1146.0,1523.0,3
5,1,2005,21,1248.0,11.9,1316.0,1046.0,1404.0,3
5,1,2005,22,1182.0,9.2,1210.0,947.0,1334.0,2
5,1,2005,23,1059.0,6.0,1002.0,810.0,1200.0,2
6,1,2005,0,1056.0,5.6,896.0,795.0,1187.0,1
6,1,2005,1,1064.0,5.4,946.0,785.0,1184.0,1
6,1,2005,2,1059.0,5.4,877.0,783.0,1188.0,1
6,1,2005,3,991.0,3.5,718.0,681.0,1125.0,1
6,1,2005,4,950.0,2.5,643.0,622.0,1093.0,1
6,1,2005,5,1005.0,3.4,745.0,679.0,1120.0,1
6,1,2005,6,939.0,1.8,656.0,568.0,1054.0,0
6,1,2005,7,961.0,2.6,682.0,629.0,1114.0,1
6,1,2005,8,1017.0,4.0,829.0,712.0,1147.0,1
6,1,2005,9,1108.0,6.2,961.0,823.0,1247.0,2
6,1,2005,10,1122.0,5.8,960.0,803.0,1225.0,2
6,1,2005,11,1099.0,6.3,940.0,826.0,1223.0,2
6,1,2005,12,1124.0,5.9,938.0,805.0,1233.0,2
6,1,2005,13,1186.0,8.5,1040.0,921.0,1310.0,2
6,1,2005,14,1096.0,6.2,904.0,819.0,1238.0,2
6,1,2005,15,1120.0,6.4,910.0,829.0,1259.0,2
6,1,2005,16,1185.0,7.9,1011.0,893.0,1312.0,2
6,1,2005,17,1173.0,7.7,1038.0,885.0,1288.0,2
6,1,2005,18,1221.0,8.9,1144.0,935.0,1323.0,2
6,1,2005,19,1330.0,12.4,1352.0,1063.0,1419.0,3
6,1,2005,20,1325.0,11.3,1365.0,1027.0,1394.0,3
6,1,2005,21,1195.0,8.4,1245.0,915.0,1295.0,2
6,1,2005,22,1150.0,7.3,1203.0,869.0,1252.0,2
6,1,2005,23,1145.0,5.9,1120.0,806.0,1207.0,2
7,1,2005,0,1041.0,4.3,972.0,729.0,1130.0,1
7,1,2005,1,1032.0,3.6,878.0,687.0,1109.0,1
7,1,2005,2,1010.0,3.1,853.0,661.0,1100.0,1
7,1,2005,3,951.0,2.5,779.0,620.0,1077.0,1
7,1,2005,4,944.0,2.5,766.0,617.0,1039.0,1
7,1,2005,5,862.0,1.4,670.0,540.0,999.0,0
7,1,2005,6,909.0,1.8,694.0,567.0,993.0,0
7,1,2005,7,965.0,3.1,739.0,659.0,1059.0,1
7,1,2005,8,1102.0,7.6,940.0,884.0,1218.0,2
7,1,2005,9,1226.0,15.3,1201.0,1157.0,1464.0,3
7,1,2005,10,1132.0,9.3,1106.0,950.0,1253.0,2
7,1,2005,11,1183.0,11.0,1186.0,1013.0,1306.0,2
7,1,2005,12,1211.0,10.6,1302.0,998.0,1298.0,3
7,1,2005,13,1253.0,11.4,1368.0,1030.0,1351.0,3
7,1,2005,14,1311.0,13.1,1452.0,1088.0,1402.0,3
7,1,2005,15,1341.0,14.8,1537.0,1142.0,1454.0,3
7,1,2005,16,1432.0,16.5,1651.0,1195.0,1513.0,4
7,1,2005,17,1404.0,16.5,1623.0,1195.0,1501.0,4
7,1,2005,18,1493.0,21.5,1742.0,1337.0,1638.0,4
7,1,2005,19,1478.0,22.2,1639.0,1357.0,1652.0,4
7,1,2005,20,1411.0,20.5,1537.0,1311.0,1589.0,4
7,1,2005,21,1387.0,17.7,1463.0,1231.0,1487.0,3
7,1,2005,22,1306.0,15.4,1379.0,1161.0,1407.0,3
7,1,2005,23,1232.0,11.6,1256.0,1035.0,1296.0,3
8,1,2005,0,1277.0,13.0,1344.0,1085.0,1329.0,3
8,1,2005,1,1063.0,6.7,1089.0,843.0,1125.0,2
8,1,2005,2,991.0,4.6,949.0,744.0,1069.0,1
8,1,2005,3,989.0,3.8,933.0,701.0,1049.0,1
8,1,2005,4,972.0,3.4,882.0,674.0,1032.0,1
8,1,2005,5,973.0,3.4,905.0,675.0,1029.0,1
8,1,2005,6,985.0,3.6,902.0,691.0,1056.0,1
8,1,2005,7,1020.0,4.5,923.0,736.0,1069.0,1
8,1,2005,8,1192.0,10.0,1210.0,978.0,1273.0,2
8,1,2005,9,1325.0,14.7,1468.0,1140.0,1403.0,3
8,1,2005,10,1219.0,11.3,1329.0,1026.0,1311.0,3
8,1,2005,11,1195.0,10.4,1295.0,992.0,1251.0,3
8,1,2005,12,1230.0,11.2,1365.0,1020.0,1301.0,3
8,1,2005,13,1312.0,13.1,1452.0,1087.0,1393.0,3
8,1,2005,14,1387.0,14.3,1615.0,1127.0,1430.0,4
8,1,2005,15,1375.0,12.8,1599.0,1076.0,1377.0,4
8,1,2005,16,1532.0,18.9,1777.0,1265.0,1578.0,4
8,1,2005,17,1531.0,17.9,1742.0,1235.0,1541.0,4
8,1,2005,18,1479.0,16.5,1739.0,1196.0,1511.0,4
8,1,2005,19,1521.0,16.9,1770.0,1208.0,1549.0,4
8,1,2005,20,1616.0,22.4,1918.0,1363.0,1701.0,4
8,1,2005,21,1371.0,13.6,1581.0,1105.0,1429.0,4
8,1,2005,22,1198.0,9.1,1291.0,943.0,1307.0,3
8,1,2005,23,1102.0,6.0,1000.0,813.0,1204.0,2
9,1,2005,0,1120.0,6.3,974.0,826.0,1222.0,2
9,1,2005,1,1093.0,5.5,949.0,789.0,1206.0,2
9,1,2005,2,1112.0,5.6,934.0,791.0,1216.0,2
9,1,2005,3,986.0,3.4,730.0,674.0,1137.0,1
9,1,2005,4,934.0,2.3,581.0,609.0,1094.0,0
9,1,2005,5,919.0,1.8,521.0,571.0,1082.0,0
9,1,2005,6,929.0,1.6,575.0,556.0,1094.0,0
9,1,2005,7,919.0,1.6,522.0,552.0,1080.0,0
9,1,2005,8,944.0,2.0,586.0,586.0,1090.0,1
9,1,2005,9,943.0,1.9,566.0,580.0,1074.0,1
9,1,2005,10,1036.0,3.5,693.0,683.0,1144.0,1
9,1,2005,11,1168.0,5.7,1022.0,797.0,1235.0,2
9,1,2005,12,1232.0,8.1,1152.0,903.0,1313.0,3
9,1,2005,13,1236.0,8.1,1108.0,901.0,1311.0,3
9,1,2005,14,1278.0,12.6,1110.0,1070.0,1479.0,3
9,1,2005,15,1369.0,18.1,1306.0,1242.0,1669.0,3
9,1,2005,16,1182.0,8.7,1029.0,929.0,1324.0,2
9,1,2005,17,1210.0,8.8,1094.0,933.0,1327.0,2
9,1,2005,18,1316.0,14.1,1282.0,1121.0,1488.0,3
9,1,2005,19,1221.0,9.3,1147.0,952.0,1334.0,2
9,1,2005,20,1260.0,11.6,1208.0,1034.0,1402.0,3
9,1,2005,21,1231.0,9.6,1192.0,962.0,1348.0,3
9,1,2005,22,1115.0,5.8,1136.0,804.0,1220.0,2
9,1,2005,23,1180.0,7.5,1131.0,877.0,1297.0,2
10,1,2005,0,1174.0,7.4,1071.0,873.0,1300.0,2
10,1,2005,1,1178.0,7.4,1059.0,876.0,1319.0,2
10,1,2005,2,1052.0,3.9,909.0,704.0,1210.0,1
10,1,2005,3,998.0,2.1,820.0,591.0,1147.0,1
10,1,2005,4,960.0,1.3,724.0,532.0,1122.0,1
10,1,2005,5,958.0,1.8,707.0,571.0,1138.0,1
10,1,2005,6,989.0,3.0,768.0,650.0,1171.0,1
10,1,2005,7,1162.0,6.7,1027.0,843.0,1336.0,2
10,1,2005,8,1523.0,21.0,1502.0,1324.0,1776.0,4
10,1,2005,9,1511.0,21.4,1606.0,1334.0,1804.0,4
10,1,2005,10,1420.0,16.1,1520.0,1183.0,1626.0,4
10,1,2005,11,1413.0,16.4,1566.0,1193.0,1598.0,4
10,1,2005,12,1335.0,14.8,1501.0,1141.0,1536.0,3
10,1,2005,13,1451.0,20.1,1634.0,1298.0,1744.0,4
10,1,2005,14,1410.0,19.3,1587.0,1276.0,1701.0,4
10,1,2005,15,1429.0,19.3,1560.0,1277.0,1721.0,4
10,1,2005,16,1409.0,17.4,1538.0,1223.0,1640.0,4
10,1,2005,17,1372.0,17.0,1491.0,1210.0,1629.0,3
10,1,2005,18,1366.0,17.1,1469.0,1213.0,1611.0,3
10,1,2005,19,1365.0,16.4,1486.0,1192.0,1593.0,3
10,1,2005,20,1385.0,17.3,1494.0,1218.0,1620.0,3
10,1,2005,21,1361.0,14.6,1471.0,1137.0,1526.0,3
10,1,2005,22,1312.0,11.9,1399.0,1047.0,1430.0,3
10,1,2005,23,1177.0,7.3,1192.0,871.0,1292.0,2
11,1,2005,0,1205.0,7.7,1187.0,888.0,1292.0,2
11,1,2005,1,1114.0,4.9,1070.0,757.0,1204.0,2
11,1,2005,2,1047.0,3.9,949.0,708.0,1167.0,1
11,1,2005,3,982.0,2.1,830.0,592.0,1106.0,1
11,1,2005,4,992.0,2.9,854.0,644.0,1128.0,1
11,1,2005,5,977.0,2.6,835.0,629.0,1129.0,1
11,1,2005,6,1047.0,3.3,887.0,671.0,1147.0,1
11,1,2005,7,1126.0,5.2,1019.0,775.0,1205.0,2
11,1,2005,8,1474.0,19.0,1503.0,1268.0,1677.0,4
11,1,2005,9,1526.0,26.5,1687.0,1466.0,1855.0,4
11,1,2005,10,1386.0,15.3,1553.0,1158.0,1485.0,3
11,1,2005,11,1392.0,15.6,1624.0,1166.0,1488.0,4
11,1,2005,12,1363.0,16.4,1637.0,1192.0,1501.0,4
11,1,2005,13,1331.0,16.1,1533.0,1184.0,1508.0,3
