id,NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),AH,Year,Month,Day,DayOfWeek,Hour,result
8320,0.0,1.6,98.0,81.0,0.5752,2005.0,2.0,20.0,6.0,9,0
8321,0.0,2.3,114.0,88.0,0.587,2005.0,2.0,20.0,6.0,10,0
8322,0.0,2.5,118.0,94.0,0.5838,2005.0,2.0,20.0,6.0,11,0
8323,0.0,2.5,120.0,97.0,0.6515,2005.0,2.0,20.0,6.0,12,1
8324,0.0,2.8,151.0,112.0,0.7124,2005.0,2.0,20.0,6.0,13,1
8325,0.0,2.4,131.0,104.0,0.6991,2005.0,2.0,20.0,6.0,14,0
8326,0.0,3.3,145.0,107.0,0.6721,2005.0,2.0,20.0,6.0,15,1
8327,0.0,3.2,156.0,114.0,0.6429,2005.0,2.0,20.0,6.0,16,1
8328,0.0,2.8,151.0,115.0,0.6227,2005.0,2.0,20.0,6.0,17,1
8329,0.0,3.4,173.0,127.0,0.6222,2005.0,2.0,20.0,6.0,18,1
8330,0.0,2.9,154.0,119.0,0.6341,2005.0,2.0,20.0,6.0,19,1
8331,0.0,4.6,221.0,149.0,0.6123,2005.0,2.0,20.0,6.0,20,1
8332,0.0,3.8,193.0,140.0,0.5994,2005.0,2.0,20.0,6.0,21,1
8333,0.0,3.1,130.0,105.0,0.5753,2005.0,2.0,20.0,6.0,22,1
8334,0.0,3.7,156.0,116.0,0.5572,2005.0,2.0,20.0,6.0,23,1
8335,0.0,3.3,148.0,112.0,0.6188,2005.0,2.0,21.0,0.0,0,1
8336,0.0,2.1,93.0,80.0,0.6056,2005.0,2.0,21.0,0.0,1,1
8337,0.0,1.2,66.0,59.0,0.6498,2005.0,2.0,21.0,0.0,2,0
8338,0.0,0.7,0.0,0.0,0.6751,2005.0,2.0,21.0,0.0,3,0
8340,0.0,1.0,50.0,49.0,0.6653,2005.0,2.0,21.0,0.0,5,0
8341,0.0,2.1,77.0,63.0,0.6617,2005.0,2.0,21.0,0.0,6,0
8342,0.0,5.5,183.0,123.0,0.6742,2005.0,2.0,21.0,0.0,7,1
8343,0.0,10.9,256.0,164.0,0.6646,2005.0,2.0,21.0,0.0,8,2
8344,0.0,13.3,355.0,218.0,0.6651,2005.0,2.0,21.0,0.0,9,2
8345,0.0,9.6,491.0,254.0,0.6811,2005.0,2.0,21.0,0.0,10,2
8346,0.0,7.0,387.0,210.0,0.7383,2005.0,2.0,21.0,0.0,11,1
8347,0.0,6.6,384.0,208.0,0.7133,2005.0,2.0,21.0,0.0,12,1
8348,0.0,9.3,368.0,204.0,0.7039,2005.0,2.0,21.0,0.0,13,2
8349,0.0,7.9,258.0,172.0,0.6942,2005.0,2.0,21.0,0.0,14,1
8350,0.0,6.9,231.0,157.0,0.7118,2005.0,2.0,21.0,0.0,15,1
8351,0.0,8.6,290.0,181.0,0.7425,2005.0,2.0,21.0,0.0,16,1
8352,0.0,10.0,335.0,194.0,0.7195,2005.0,2.0,21.0,0.0,17,2
8353,0.0,8.8,293.0,193.0,0.7223,2005.0,2.0,21.0,0.0,18,2
8354,0.0,20.2,526.0,252.0,0.7293,2005.0,2.0,21.0,0.0,19,2
8355,0.0,19.7,607.0,283.0,0.7261,2005.0,2.0,21.0,0.0,20,3
8356,0.0,7.1,326.0,208.0,0.6808,2005.0,2.0,21.0,0.0,21,2
8357,0.0,4.4,188.0,143.0,0.6604,2005.0,2.0,21.0,0.0,22,1
8358,0.0,2.9,163.0,124.0,0.6848,2005.0,2.0,21.0,0.0,23,1
8359,0.0,2.1,102.0,89.0,0.6733,2005.0,2.0,22.0,1.0,0,0
8360,0.0,2.1,95.0,85.0,0.6825,2005.0,2.0,22.0,1.0,1,0
8361,0.0,1.1,71.0,66.0,0.6787,2005.0,2.0,22.0,1.0,2,0
8362,0.0,0.6,0.0,0.0,0.6407,2005.0,2.0,22.0,1.0,3,0
8363,0.0,0.5,46.0,46.0,0.6736,2005.0,2.0,22.0,1.0,4,0
8364,0.0,1.0,62.0,60.0,0.6608,2005.0,2.0,22.0,1.0,5,0
8365,0.0,2.6,170.0,117.0,0.664,2005.0,2.0,22.0,1.0,6,0
8366,0.0,6.7,313.0,178.0,0.6677,2005.0,2.0,22.0,1.0,7,1
8367,0.0,16.7,687.0,295.0,0.682,2005.0,2.0,22.0,1.0,8,2
8368,0.0,24.0,757.0,243.0,0.6889,2005.0,2.0,22.0,1.0,9,3
8369,0.0,15.0,559.0,255.0,0.7025,2005.0,2.0,22.0,1.0,10,2
8370,0.0,6.9,286.0,201.0,0.6787,2005.0,2.0,22.0,1.0,11,1
8371,0.0,9.1,324.0,208.0,0.658,2005.0,2.0,22.0,1.0,12,1
8372,0.0,10.0,316.0,212.0,0.7072,2005.0,2.0,22.0,1.0,13,2
8373,0.0,12.9,407.0,238.0,0.6903,2005.0,2.0,22.0,1.0,14,2
8374,0.0,9.0,305.0,201.0,0.6973,2005.0,2.0,22.0,1.0,15,2
8375,0.0,10.9,360.0,218.0,0.7165,2005.0,2.0,22.0,1.0,16,2
8376,0.0,7.9,339.0,222.0,0.6834,2005.0,2.0,22.0,1.0,17,2
8377,0.0,10.2,304.0,206.0,0.6718,2005.0,2.0,22.0,1.0,18,2
8378,0.0,13.2,397.0,251.0,0.6556,2005.0,2.0,22.0,1.0,19,2
8379,0.0,8.1,270.0,190.0,0.6491,2005.0,2.0,22.0,1.0,20,2
8380,0.0,8.5,339.0,218.0,0.6648,2005.0,2.0,22.0,1.0,21,2
8381,0.0,3.6,190.0,150.0,0.6429,2005.0,2.0,22.0,1.0,22,1
8382,0.0,2.6,126.0,111.0,0.6523,2005.0,2.0,22.0,1.0,23,0
8383,0.0,4.3,189.0,142.0,0.6506,2005.0,2.0,23.0,2.0,0,1
8384,0.0,3.2,146.0,119.0,0.6517,2005.0,2.0,23.0,2.0,1,1
8385,0.0,1.8,98.0,87.0,0.643,2005.0,2.0,23.0,2.0,2,0
8386,0.0,1.4,0.0,0.0,0.6403,2005.0,2.0,23.0,2.0,3,0
8387,0.0,1.2,75.0,70.0,0.6426,2005.0,2.0,23.0,2.0,4,0
8388,0.0,0.7,77.0,68.0,0.6304,2005.0,2.0,23.0,2.0,5,0
8389,0.0,1.0,72.0,66.0,0.6311,2005.0,2.0,23.0,2.0,6,0
8390,0.0,2.2,152.0,117.0,0.648,2005.0,2.0,23.0,2.0,7,0
8391,0.0,7.7,337.0,197.0,0.6687,2005.0,2.0,23.0,2.0,8,1
8392,0.0,6.2,360.0,198.0,0.6706,2005.0,2.0,23.0,2.0,9,1
8393,0.0,3.8,243.0,167.0,0.6419,2005.0,2.0,23.0,2.0,10,1
8394,0.0,3.6,277.0,180.0,0.6326,2005.0,2.0,23.0,2.0,11,1
8395,0.0,3.7,266.0,169.0,0.6482,2005.0,2.0,23.0,2.0,12,1
8396,0.0,8.3,317.0,210.0,0.6621,2005.0,2.0,23.0,2.0,13,1
8397,0.0,10.1,375.0,232.0,0.6686,2005.0,2.0,23.0,2.0,14,2
8398,0.0,9.9,349.0,223.0,0.6826,2005.0,2.0,23.0,2.0,15,2
8399,0.0,9.2,377.0,224.0,0.6875,2005.0,2.0,23.0,2.0,16,2
8400,0.0,10.3,403.0,238.0,0.6826,2005.0,2.0,23.0,2.0,17,2
8401,0.0,11.4,422.0,249.0,0.6845,2005.0,2.0,23.0,2.0,18,2
8402,0.0,11.7,388.0,223.0,0.6826,2005.0,2.0,23.0,2.0,19,2
8403,0.0,12.6,431.0,244.0,0.6686,2005.0,2.0,23.0,2.0,20,2
8404,0.0,11.4,425.0,243.0,0.6647,2005.0,2.0,23.0,2.0,21,2
8405,0.0,9.6,391.0,226.0,0.6621,2005.0,2.0,23.0,2.0,22,2
8406,0.0,4.6,231.0,167.0,0.6479,2005.0,2.0,23.0,2.0,23,1
8407,0.0,4.7,248.0,172.0,0.645,2005.0,2.0,24.0,3.0,0,1
8408,0.0,2.6,142.0,120.0,0.6626,2005.0,2.0,24.0,3.0,1,1
8409,0.0,2.9,117.0,100.0,0.6666,2005.0,2.0,24.0,3.0,2,0
8410,0.0,1.5,0.0,0.0,0.677,2005.0,2.0,24.0,3.0,3,0
8412,0.0,1.2,87.0,81.0,0.6612,2005.0,2.0,24.0,3.0,5,0
8413,0.0,3.0,197.0,131.0,0.6724,2005.0,2.0,24.0,3.0,6,0
8414,0.0,5.5,290.0,170.0,0.6771,2005.0,2.0,24.0,3.0,7,1
8415,0.0,12.9,621.0,267.0,0.6819,2005.0,2.0,24.0,3.0,8,2
8416,0.0,14.5,645.0,269.0,0.6847,2005.0,2.0,24.0,3.0,9,2
8417,0.0,9.0,573.0,244.0,0.6967,2005.0,2.0,24.0,3.0,10,2
8418,0.0,6.5,414.0,232.0,0.6997,2005.0,2.0,24.0,3.0,11,1
8419,0.0,5.4,314.0,196.0,0.7238,2005.0,2.0,24.0,3.0,12,1
8420,0.0,7.4,317.0,195.0,0.7519,2005.0,2.0,24.0,3.0,13,1
8421,0.0,7.7,290.0,189.0,0.7394,2005.0,2.0,24.0,3.0,14,1
8422,0.0,10.7,385.0,212.0,0.7387,2005.0,2.0,24.0,3.0,15,2
8423,0.0,13.3,507.0,267.0,0.7399,2005.0,2.0,24.0,3.0,16,2
8424,0.0,13.2,534.0,262.0,0.7372,2005.0,2.0,24.0,3.0,17,2
8425,0.0,17.5,601.0,270.0,0.7326,2005.0,2.0,24.0,3.0,18,2
8426,0.0,17.7,583.0,260.0,0.7184,2005.0,2.0,24.0,3.0,19,2
8427,0.0,17.5,551.0,265.0,0.7187,2005.0,2.0,24.0,3.0,20,2
8428,0.0,14.1,547.0,262.0,0.7345,2005.0,2.0,24.0,3.0,21,2
8429,0.0,8.4,385.0,227.0,0.7443,2005.0,2.0,24.0,3.0,22,2
8430,0.0,7.9,318.0,192.0,0.7393,2005.0,2.0,24.0,3.0,23,2
8431,0.0,8.1,356.0,202.0,0.753,2005.0,2.0,25.0,4.0,0,2
8432,0.0,7.1,326.0,189.0,0.7487,2005.0,2.0,25.0,4.0,1,2
8433,0.0,5.2,233.0,157.0,0.7416,2005.0,2.0,25.0,4.0,2,1
8434,0.0,3.4,0.0,0.0,0.73,2005.0,2.0,25.0,4.0,3,1
8435,0.0,3.4,116.0,97.0,0.7265,2005.0,2.0,25.0,4.0,4,0
8436,0.0,2.1,120.0,100.0,0.7273,2005.0,2.0,25.0,4.0,5,0
8437,0.0,4.1,228.0,146.0,0.7219,2005.0,2.0,25.0,4.0,6,0
8438,0.0,6.1,303.0,175.0,0.7179,2005.0,2.0,25.0,4.0,7,1
8439,0.0,18.7,0.0,0.0,0.734,2005.0,2.0,25.0,4.0,8,2
8440,0.0,27.9,0.0,0.0,0.7355,2005.0,2.0,25.0,4.0,9,3
8441,0.0,17.8,529.0,190.0,0.7384,2005.0,2.0,25.0,4.0,10,2
8442,0.0,11.8,615.0,166.0,0.6746,2005.0,2.0,25.0,4.0,11,2
8443,0.0,6.6,298.0,153.0,0.6028,2005.0,2.0,25.0,4.0,12,1
8444,0.0,8.4,317.0,167.0,0.5849,2005.0,2.0,25.0,4.0,13,2
8445,0.0,7.6,305.0,137.0,0.5706,2005.0,2.0,25.0,4.0,14,2
8446,0.0,6.7,253.0,140.0,0.5568,2005.0,2.0,25.0,4.0,15,1
8447,0.0,7.9,296.0,150.0,0.5586,2005.0,2.0,25.0,4.0,16,1
8448,0.0,8.4,293.0,152.0,0.5488,2005.0,2.0,25.0,4.0,17,2
8449,0.0,12.1,353.0,177.0,0.5366,2005.0,2.0,25.0,4.0,18,2
8450,0.0,12.6,399.0,189.0,0.5385,2005.0,2.0,25.0,4.0,19,2
8451,0.0,13.6,454.0,195.0,0.5384,2005.0,2.0,25.0,4.0,20,2
8452,0.0,8.1,356.0,179.0,0.5404,2005.0,2.0,25.0,4.0,21,2
8453,0.0,11.2,473.0,188.0,0.5958,2005.0,2.0,25.0,4.0,22,2
8454,0.0,10.1,482.0,170.0,0.6033,2005.0,2.0,25.0,4.0,23,2
8455,0.0,8.8,443.0,161.0,0.5936,2005.0,2.0,26.0,5.0,0,2
8456,0.0,6.8,373.0,145.0,0.5756,2005.0,2.0,26.0,5.0,1,2
8457,0.0,6.4,320.0,136.0,0.5626,2005.0,2.0,26.0,5.0,2,1
8458,0.0,6.7,0.0,0.0,0.5591,2005.0,2.0,26.0,5.0,3,2
8459,0.0,5.2,233.0,122.0,0.5514,2005.0,2.0,26.0,5.0,4,1
8460,0.0,3.6,161.0,115.0,0.5359,2005.0,2.0,26.0,5.0,5,1
8461,0.0,2.7,137.0,103.0,0.5173,2005.0,2.0,26.0,5.0,6,0
8462,0.0,1.9,144.0,108.0,0.5022,2005.0,2.0,26.0,5.0,7,0
8463,0.0,3.9,182.0,124.0,0.488,2005.0,2.0,26.0,5.0,8,0
8464,0.0,4.1,227.0,133.0,0.4892,2005.0,2.0,26.0,5.0,9,1
8465,0.0,3.7,203.0,124.0,0.5114,2005.0,2.0,26.0,5.0,10,1
8466,0.0,3.6,179.0,116.0,0.5202,2005.0,2.0,26.0,5.0,11,1
8467,0.0,4.1,171.0,113.0,0.5238,2005.0,2.0,26.0,5.0,12,2
8468,0.0,4.5,181.0,117.0,0.53,2005.0,2.0,26.0,5.0,13,2
8469,0.0,4.5,175.0,118.0,0.5332,2005.0,2.0,26.0,5.0,14,2
8470,0.0,2.9,148.0,108.0,0.5417,2005.0,2.0,26.0,5.0,15,2
8471,0.0,3.1,132.0,98.0,0.542,2005.0,2.0,26.0,5.0,16,2
8472,0.0,3.9,162.0,117.0,0.5797,2005.0,2.0,26.0,5.0,17,2
8473,0.0,4.2,185.0,126.0,0.5956,2005.0,2.0,26.0,5.0,18,2
8474,0.0,5.2,234.0,142.0,0.5758,2005.0,2.0,26.0,5.0,19,2
8475,0.0,10.2,275.0,157.0,0.5806,2005.0,2.0,26.0,5.0,20,2
8476,0.0,8.1,272.0,161.0,0.579,2005.0,2.0,26.0,5.0,21,2
8477,0.0,8.5,331.0,169.0,0.5848,2005.0,2.0,26.0,5.0,22,2
8478,0.0,10.7,347.0,166.0,0.5808,2005.0,2.0,26.0,5.0,23,2
8479,0.0,11.5,488.0,189.0,0.5811,2005.0,2.0,27.0,6.0,0,2
8480,0.0,9.5,404.0,184.0,0.5458,2005.0,2.0,27.0,6.0,1,2
8481,0.0,5.3,255.0,145.0,0.5525,2005.0,2.0,27.0,6.0,2,2
8482,0.0,5.8,0.0,0.0,0.5458,2005.0,2.0,27.0,6.0,3,2
8484,0.0,2.7,108.0,87.0,0.5295,2005.0,2.0,27.0,6.0,5,0
8485,0.0,3.1,107.0,77.0,0.5168,2005.0,2.0,27.0,6.0,6,0
8486,0.0,3.2,188.0,112.0,0.5261,2005.0,2.0,27.0,6.0,7,1
8487,0.0,3.6,225.0,118.0,0.5172,2005.0,2.0,27.0,6.0,8,1
8488,0.0,3.7,208.0,124.0,0.5208,2005.0,2.0,27.0,6.0,9,1
8489,0.0,6.4,270.0,144.0,0.5307,2005.0,2.0,27.0,6.0,10,1
8490,0.0,5.2,202.0,128.0,0.4936,2005.0,2.0,27.0,6.0,11,1
8491,0.0,3.9,168.0,120.0,0.446,2005.0,2.0,27.0,6.0,12,1
8492,0.0,4.1,191.0,131.0,0.4131,2005.0,2.0,27.0,6.0,13,1
8493,0.0,2.5,149.0,115.0,0.4346,2005.0,2.0,27.0,6.0,14,1
8494,0.0,2.2,101.0,82.0,0.4538,2005.0,2.0,27.0,6.0,15,0
8495,0.0,2.3,134.0,100.0,0.4431,2005.0,2.0,27.0,6.0,16,1
8496,0.0,2.4,150.0,111.0,0.4141,2005.0,2.0,27.0,6.0,17,1
8497,0.0,2.9,188.0,132.0,0.4072,2005.0,2.0,27.0,6.0,18,1
8498,0.0,4.9,254.0,155.0,0.3962,2005.0,2.0,27.0,6.0,19,1
8499,0.0,6.8,324.0,181.0,0.3963,2005.0,2.0,27.0,6.0,20,2
8500,0.0,3.1,238.0,155.0,0.4001,2005.0,2.0,27.0,6.0,21,1
8501,0.0,2.1,128.0,105.0,0.4085,2005.0,2.0,27.0,6.0,22,0
8502,0.0,3.9,169.0,119.0,0.4069,2005.0,2.0,27.0,6.0,23,1
8503,0.0,3.8,215.0,150.0,0.4115,2005.0,2.0,28.0,0.0,0,1
8504,0.0,1.8,111.0,94.0,0.4338,2005.0,2.0,28.0,0.0,1,0
8505,0.0,1.0,60.0,56.0,0.42,2005.0,2.0,28.0,0.0,2,0
8506,0.0,0.6,0.0,0.0,0.393,2005.0,2.0,28.0,0.0,3,0
8507,0.0,0.4,29.0,28.0,0.3879,2005.0,2.0,28.0,0.0,4,0
8508,0.0,0.3,25.0,25.0,0.4022,2005.0,2.0,28.0,0.0,5,0
8509,0.0,0.2,34.0,31.0,0.3972,2005.0,2.0,28.0,0.0,6,0
8510,0.0,0.7,89.0,66.0,0.3908,2005.0,2.0,28.0,0.0,7,0
8511,0.0,2.6,212.0,111.0,0.3804,2005.0,2.0,28.0,0.0,8,0
8512,0.0,3.1,216.0,122.0,0.3714,2005.0,2.0,28.0,0.0,9,1
8513,0.0,2.3,191.0,115.0,0.354,2005.0,2.0,28.0,0.0,10,0
8514,0.0,2.0,200.0,123.0,0.3354,2005.0,2.0,28.0,0.0,11,0
8515,0.0,2.0,164.0,119.0,0.3123,2005.0,2.0,28.0,0.0,12,0
8516,0.0,3.1,185.0,125.0,0.3016,2005.0,2.0,28.0,0.0,13,1
8517,0.0,2.9,156.0,110.0,0.2823,2005.0,2.0,28.0,0.0,14,0
8518,0.0,2.1,155.0,111.0,0.2563,2005.0,2.0,28.0,0.0,15,0
8519,0.0,2.5,158.0,114.0,0.2592,2005.0,2.0,28.0,0.0,16,0
8520,0.0,2.8,166.0,114.0,0.2618,2005.0,2.0,28.0,0.0,17,0
8521,0.0,6.7,268.0,140.0,0.2634,2005.0,2.0,28.0,0.0,18,1
8522,0.0,8.1,309.0,141.0,0.2645,2005.0,2.0,28.0,0.0,19,2
8523,0.0,7.4,297.0,142.0,0.2615,2005.0,2.0,28.0,0.0,20,2
8524,0.0,3.6,225.0,123.0,0.2456,2005.0,2.0,28.0,0.0,21,1
8525,0.0,1.9,122.0,90.0,0.2382,2005.0,2.0,28.0,0.0,22,0
8526,0.0,1.4,100.0,79.0,0.2292,2005.0,2.0,28.0,0.0,23,0
8527,0.0,1.2,86.0,69.0,0.2487,2005.0,3.0,1.0,1.0,0,0
8528,0.0,0.9,71.0,60.0,0.2693,2005.0,3.0,1.0,1.0,1,0
8529,0.0,0.6,39.0,37.0,0.2566,2005.0,3.0,1.0,1.0,2,0
8530,0.0,0.2,0.0,0.0,0.2499,2005.0,3.0,1.0,1.0,3,0
8531,0.0,0.2,29.0,27.0,0.2326,2005.0,3.0,1.0,1.0,4,0
8532,0.0,0.3,32.0,30.0,0.2347,2005.0,3.0,1.0,1.0,5,0
8533,0.0,0.3,37.0,33.0,0.2404,2005.0,3.0,1.0,1.0,6,0
8534,0.0,1.0,134.0,84.0,0.2478,2005.0,3.0,1.0,1.0,7,0
8535,0.0,5.2,358.0,147.0,0.2478,2005.0,3.0,1.0,1.0,8,1
8536,0.0,6.1,354.0,143.0,0.2388,2005.0,3.0,1.0,1.0,9,1
8537,0.0,3.6,284.0,122.0,0.2294,2005.0,3.0,1.0,1.0,10,1
8538,0.0,2.3,213.0,109.0,0.224,2005.0,3.0,1.0,1.0,11,0
8539,0.0,1.9,174.0,95.0,0.2288,2005.0,3.0,1.0,1.0,12,0
8540,0.0,2.6,157.0,94.0,0.2386,2005.0,3.0,1.0,1.0,13,0
8541,0.0,3.1,178.0,102.0,0.2399,2005.0,3.0,1.0,1.0,14,0
8542,0.0,2.7,187.0,107.0,0.2464,2005.0,3.0,1.0,1.0,15,0
8543,0.0,3.0,198.0,113.0,0.2363,2005.0,3.0,1.0,1.0,16,0
8544,0.0,3.0,186.0,110.0,0.2378,2005.0,3.0,1.0,1.0,17,0
8545,0.0,5.0,203.0,116.0,0.2494,2005.0,3.0,1.0,1.0,18,1
8546,0.0,7.5,313.0,148.0,0.2497,2005.0,3.0,1.0,1.0,19,2
8547,0.0,9.5,342.0,156.0,0.2503,2005.0,3.0,1.0,1.0,20,2
8548,0.0,5.3,310.0,159.0,0.2388,2005.0,3.0,1.0,1.0,21,2
8549,0.0,2.4,165.0,116.0,0.221,2005.0,3.0,1.0,1.0,22,0
8550,0.0,2.5,152.0,110.0,0.2031,2005.0,3.0,1.0,1.0,23,1
8551,0.0,2.2,141.0,102.0,0.191,2005.0,3.0,2.0,2.0,0,0
8552,0.0,1.5,122.0,93.0,0.1847,2005.0,3.0,2.0,2.0,1,0
8553,0.0,1.3,79.0,67.0,0.1975,2005.0,3.0,2.0,2.0,2,0
8554,0.0,0.9,0.0,0.0,0.2379,2005.0,3.0,2.0,2.0,3,0
8556,0.0,0.9,77.0,73.0,0.2635,2005.0,3.0,2.0,2.0,5,0
8557,0.0,1.4,124.0,96.0,0.27,2005.0,3.0,2.0,2.0,6,0
8558,0.0,3.5,159.0,110.0,0.2702,2005.0,3.0,2.0,2.0,7,0
8559,0.0,11.0,396.0,150.0,0.2801,2005.0,3.0,2.0,2.0,8,2
8560,0.0,12.4,479.0,169.0,0.2763,2005.0,3.0,2.0,2.0,9,2
8561,0.0,8.3,438.0,181.0,0.2783,2005.0,3.0,2.0,2.0,10,1
8562,0.0,8.9,466.0,187.0,0.2528,2005.0,3.0,2.0,2.0,11,2
8563,0.0,5.7,288.0,146.0,0.2246,2005.0,3.0,2.0,2.0,12,1
8564,0.0,5.5,205.0,131.0,0.2157,2005.0,3.0,2.0,2.0,13,1
8565,0.0,9.0,311.0,161.0,0.2244,2005.0,3.0,2.0,2.0,14,1
8566,0.0,6.3,246.0,143.0,0.2062,2005.0,3.0,2.0,2.0,15,1
8567,0.0,9.1,356.0,176.0,0.1862,2005.0,3.0,2.0,2.0,16,1
8568,0.0,8.4,397.0,178.0,0.2086,2005.0,3.0,2.0,2.0,17,1
8569,0.0,17.5,579.0,207.0,0.2225,2005.0,3.0,2.0,2.0,18,2
8570,0.0,23.3,819.0,240.0,0.2611,2005.0,3.0,2.0,2.0,19,3
8571,0.0,19.0,754.0,236.0,0.3237,2005.0,3.0,2.0,2.0,20,3
8572,0.0,11.1,473.0,199.0,0.323,2005.0,3.0,2.0,2.0,21,2
8573,0.0,6.2,300.0,170.0,0.344,2005.0,3.0,2.0,2.0,22,1
8574,0.0,5.0,235.0,153.0,0.3479,2005.0,3.0,2.0,2.0,23,1
8575,0.0,5.3,207.0,140.0,0.3456,2005.0,3.0,3.0,3.0,0,1
8576,0.0,4.2,204.0,138.0,0.3656,2005.0,3.0,3.0,3.0,1,1
8577,0.0,3.5,155.0,117.0,0.3728,2005.0,3.0,3.0,3.0,2,1
8578,0.0,3.0,0.0,0.0,0.396,2005.0,3.0,3.0,3.0,3,0
8579,0.0,4.1,179.0,119.0,0.4455,2005.0,3.0,3.0,3.0,4,0
8580,0.0,4.0,143.0,108.0,0.5183,2005.0,3.0,3.0,3.0,5,0
8581,0.0,5.1,212.0,121.0,0.5618,2005.0,3.0,3.0,3.0,6,1
8582,0.0,6.7,263.0,136.0,0.5742,2005.0,3.0,3.0,3.0,7,1
8583,0.0,15.6,648.0,175.0,0.5867,2005.0,3.0,3.0,3.0,8,2
8584,0.0,17.1,717.0,211.0,0.4706,2005.0,3.0,3.0,3.0,9,2
8585,0.0,8.8,389.0,186.0,0.4035,2005.0,3.0,3.0,3.0,10,2
8586,0.0,6.9,438.0,177.0,0.6055,2005.0,3.0,3.0,3.0,11,1
8587,0.0,5.4,282.0,147.0,0.6283,2005.0,3.0,3.0,3.0,12,1
8588,0.0,4.9,268.0,150.0,0.6213,2005.0,3.0,3.0,3.0,13,1
8589,0.0,5.3,248.0,148.0,0.6255,2005.0,3.0,3.0,3.0,14,1
8590,0.0,5.4,272.0,151.0,0.6577,2005.0,3.0,3.0,3.0,15,1
8591,0.0,5.5,291.0,151.0,0.6907,2005.0,3.0,3.0,3.0,16,1
8592,0.0,7.5,363.0,165.0,0.7252,2005.0,3.0,3.0,3.0,17,1
8593,0.0,16.7,660.0,197.0,0.7382,2005.0,3.0,3.0,3.0,18,2
8594,0.0,18.2,907.0,228.0,0.7201,2005.0,3.0,3.0,3.0,19,3
8595,0.0,15.5,639.0,196.0,0.7051,2005.0,3.0,3.0,3.0,20,2
8596,0.0,10.9,574.0,192.0,0.7025,2005.0,3.0,3.0,3.0,21,2
8597,0.0,8.7,373.0,161.0,0.7066,2005.0,3.0,3.0,3.0,22,2
8598,0.0,7.3,330.0,156.0,0.6938,2005.0,3.0,3.0,3.0,23,2
8599,0.0,7.5,336.0,158.0,0.6791,2005.0,3.0,4.0,4.0,0,2
8600,0.0,6.8,347.0,154.0,0.6721,2005.0,3.0,4.0,4.0,1,2
8601,0.0,4.7,241.0,138.0,0.6613,2005.0,3.0,4.0,4.0,2,1
8602,0.0,2.5,0.0,0.0,0.6004,2005.0,3.0,4.0,4.0,3,1
8603,0.0,1.3,96.0,92.0,0.5547,2005.0,3.0,4.0,4.0,4,0
8604,0.0,2.2,147.0,103.0,0.6161,2005.0,3.0,4.0,4.0,5,0
8605,0.0,3.6,210.0,117.0,0.6164,2005.0,3.0,4.0,4.0,6,1
8606,0.0,7.5,409.0,139.0,0.5985,2005.0,3.0,4.0,4.0,7,1
8607,0.0,16.8,719.0,167.0,0.5992,2005.0,3.0,4.0,4.0,8,2
8608,0.0,28.0,959.0,205.0,0.6118,2005.0,3.0,4.0,4.0,9,3
8609,0.0,15.8,744.0,216.0,0.5919,2005.0,3.0,4.0,4.0,10,2
8610,0.0,15.5,583.0,192.0,0.6245,2005.0,3.0,4.0,4.0,11,2
8611,0.0,14.9,597.0,188.0,0.6471,2005.0,3.0,4.0,4.0,12,2
8612,0.0,16.4,550.0,189.0,0.6826,2005.0,3.0,4.0,4.0,13,2
8613,0.0,15.6,499.0,192.0,0.6871,2005.0,3.0,4.0,4.0,14,2
8614,0.0,16.1,470.0,194.0,0.6298,2005.0,3.0,4.0,4.0,15,2
8615,0.0,16.6,568.0,217.0,0.5902,2005.0,3.0,4.0,4.0,16,2
8616,0.0,15.9,525.0,178.0,0.5867,2005.0,3.0,4.0,4.0,17,2
8617,0.0,13.3,481.0,183.0,0.6235,2005.0,3.0,4.0,4.0,18,2
8618,0.0,14.9,414.0,189.0,0.5996,2005.0,3.0,4.0,4.0,19,2
8619,0.0,18.5,565.0,225.0,0.6057,2005.0,3.0,4.0,4.0,20,2
8620,0.0,7.9,303.0,175.0,0.6112,2005.0,3.0,4.0,4.0,21,2
8621,0.0,5.0,221.0,153.0,0.5977,2005.0,3.0,4.0,4.0,22,1
8622,0.0,6.5,260.0,156.0,0.5995,2005.0,3.0,4.0,4.0,23,1
8623,0.0,6.0,327.0,172.0,0.5761,2005.0,3.0,5.0,5.0,0,2
8624,0.0,6.8,344.0,164.0,0.5935,2005.0,3.0,5.0,5.0,1,2
8625,0.0,4.0,270.0,157.0,0.5523,2005.0,3.0,5.0,5.0,2,1
8626,0.0,4.4,0.0,0.0,0.5477,2005.0,3.0,5.0,5.0,3,1
8628,0.0,3.5,136.0,110.0,0.5191,2005.0,3.0,5.0,5.0,5,1
8629,0.0,4.3,194.0,128.0,0.5302,2005.0,3.0,5.0,5.0,6,1
8630,0.0,2.0,168.0,132.0,0.4682,2005.0,3.0,5.0,5.0,7,0
8631,0.0,6.1,254.0,156.0,0.4788,2005.0,3.0,5.0,5.0,8,1
8632,0.0,8.7,410.0,185.0,0.4847,2005.0,3.0,5.0,5.0,9,2
8633,0.0,3.1,166.0,121.0,0.4643,2005.0,3.0,5.0,5.0,10,1
8634,0.0,5.2,162.0,117.0,0.452,2005.0,3.0,5.0,5.0,11,1
